replacement_id,incident_id,part_id,service_date,replacement_cost,labor_cost,transportation_cost,warranty_status,resolution_date,service_center,part_arrival_date
928,1552,15,2024-03-12,13803.56,1351.23,64.79,In Warranty,2024-03-14,Service Center 4,2024-03-12
929,1541,17,2024-03-12,7424.74,1778.6,280.38,In Warranty,2024-04-11,Service Center 8,2024-04-04
930,1552,16,2024-03-12,2024.18,546.85,81.67,In Warranty,2024-03-14,Service Center 4,2024-03-12
931,1516,15,2024-03-13,14098.04,1479.53,273.98,In Warranty,2024-03-18,Service Center 6,2024-03-13
932,1553,9,2024-03-13,1464.53,1056.37,373.0,In Warranty,2024-03-18,Service Center 7,2024-03-13
933,1522,14,2024-03-13,669.53,2196.83,650.82,In Warranty,2024-03-28,Service Center 6,2024-03-22
934,1560,17,2024-03-13,7264.16,1869.8,290.09,In Warranty,2024-03-26,Service Center 2,2024-03-23
935,1545,11,2024-03-13,2403.29,2141.24,183.48,In Warranty,2024-03-19,Service Center 6,2024-03-17
936,1551,7,2024-03-14,908.0,1446.46,128.9,In Warranty,2024-03-17,Service Center 1,2024-03-16
937,1556,5,2024-03-14,3146.89,2385.55,651.87,In Warranty,2024-03-19,Service Center 6,2024-03-15
938,1542,16,2024-03-14,2082.44,1527.93,234.91,In Warranty,2024-03-21,Service Center 4,2024-03-20
939,1504,14,2024-03-16,740.73,2147.35,520.03,In Warranty,2024-03-26,Service Center 5,2024-03-18
940,1568,16,2024-03-16,2003.97,1176.79,305.92,In Warranty,2024-03-22,Service Center 4,2024-03-20
941,1504,11,2024-03-16,2366.9,678.45,185.04,In Warranty,2024-03-26,Service Center 5,2024-03-18
942,1582,15,2024-03-17,15152.68,1002.87,249.99,In Warranty,2024-04-04,Service Center 6,2024-04-02
943,1550,7,2024-03-17,862.7,923.3,187.6,In Warranty,2024-03-23,Service Center 8,2024-03-20
944,1573,15,2024-03-17,15236.49,1387.97,215.8,In Warranty,2024-03-25,Service Center 1,2024-03-22
945,1598,15,2024-03-18,15208.08,1754.32,99.25,In Warranty,2024-03-21,Service Center 2,2024-03-18
946,1574,16,2024-03-18,1966.36,1040.34,331.23,In Warranty,2024-03-26,Service Center 2,2024-03-22
947,1579,15,2024-03-18,14296.02,1101.06,268.05,In Warranty,2024-04-03,Service Center 1,2024-04-02
948,1578,24,2024-03-18,1067.6,2352.14,138.06,In Warranty,2024-03-27,Service Center 5,2024-03-20
949,1587,16,2024-03-18,1981.91,1082.57,95.25,In Warranty,2024-03-27,Service Center 5,2024-03-18
950,1587,18,2024-03-18,9048.51,685.23,137.69,In Warranty,2024-03-27,Service Center 5,2024-03-18
951,1602,19,2024-03-19,23151.45,2088.29,423.92,In Warranty,,Service Center 8,2024-03-19
952,1594,17,2024-03-19,6620.53,1867.21,73.15,In Warranty,2024-03-21,Service Center 3,2024-03-19
953,1589,11,2024-03-19,2145.24,2567.62,180.01,In Warranty,2024-03-23,Service Center 3,2024-03-21
954,1597,16,2024-03-19,1898.58,1705.48,212.4,In Warranty,2024-03-24,Service Center 4,2024-03-20
955,1577,11,2024-03-19,2166.26,2631.07,123.5,In Warranty,2024-03-25,Service Center 3,2024-03-21
956,1599,17,2024-03-19,6898.39,1600.0,82.24,In Warranty,2024-03-24,Service Center 4,2024-03-19
957,1581,16,2024-03-20,1961.74,1755.09,299.81,In Warranty,2024-04-01,Service Center 6,2024-03-29
958,1609,15,2024-03-20,15137.24,1942.52,285.4,In Warranty,2024-03-29,Service Center 3,2024-03-27
959,1584,4,2024-03-20,2867.42,5475.04,81.31,In Warranty,2024-03-22,Service Center 3,2024-03-20
960,1588,17,2024-03-21,6763.55,1570.42,220.61,In Warranty,2024-04-09,Service Center 4,2024-04-06
961,1596,27,2024-03-21,8508.84,3201.27,2102.77,In Warranty,2024-04-09,Service Center 4,2024-03-29
962,1603,14,2024-03-21,726.73,1499.08,685.12,In Warranty,2024-03-26,Service Center 1,2024-03-23
963,1606,30,2024-03-21,931.33,777.87,537.73,In Warranty,2024-03-23,Service Center 8,2024-03-22
964,1592,14,2024-03-21,670.35,2071.83,185.21,In Warranty,2024-03-25,Service Center 2,2024-03-21
965,1562,15,2024-03-22,14856.83,1802.76,84.77,In Warranty,2024-03-28,Service Center 6,2024-03-22
966,1607,6,2024-03-22,2556.24,1643.24,1117.1,In Warranty,2024-04-26,Service Center 3,2024-04-22
967,1625,16,2024-03-23,2006.54,1340.61,213.71,In Warranty,2024-04-13,Service Center 5,2024-04-04
968,1610,12,2024-03-23,4170.39,1594.15,425.56,In Warranty,2024-03-25,Service Center 5,2024-03-23
969,1608,16,2024-03-23,1813.57,1837.93,312.21,In Warranty,2024-04-02,Service Center 1,2024-03-31
970,1624,15,2024-03-23,15470.98,1599.82,74.83,In Warranty,2024-03-27,Service Center 1,2024-03-23
971,1622,11,2024-03-24,2329.99,2600.57,151.77,In Warranty,2024-04-05,Service Center 5,2024-03-27
972,1619,19,2024-03-24,21500.46,2445.24,1662.07,Out of Warranty,2024-04-03,Service Center 6,2024-04-01
973,1627,24,2024-03-25,1171.04,1566.74,144.01,In Warranty,2024-04-01,Service Center 3,2024-03-27
974,1618,18,2024-03-25,9800.44,1356.0,581.75,In Warranty,2024-04-18,Service Center 7,2024-04-13
975,1617,11,2024-03-25,2129.59,2582.05,169.82,In Warranty,2024-03-30,Service Center 2,2024-03-26
976,1628,5,2024-03-25,3368.02,1666.3,191.52,In Warranty,2024-03-28,Service Center 5,2024-03-25
977,1627,22,2024-03-25,2797.35,624.65,1103.92,In Warranty,2024-04-01,Service Center 3,2024-03-27
978,1604,17,2024-03-26,7402.29,1091.88,227.99,In Warranty,2024-04-19,Service Center 7,2024-04-08
979,1530,23,2024-03-26,2209.75,1416.9,394.39,In Warranty,2024-03-31,Service Center 5,2024-03-26
980,1633,13,2024-03-26,457.18,1925.82,529.85,In Warranty,2024-03-27,Service Center 1,2024-03-26
981,1620,17,2024-03-26,6963.44,1834.33,63.32,In Warranty,2024-04-05,Service Center 5,2024-03-26
982,1530,24,2024-03-26,1083.83,918.29,36.5,In Warranty,2024-03-31,Service Center 5,2024-03-26
983,1620,16,2024-03-26,1855.06,557.09,66.78,In Warranty,2024-04-05,Service Center 5,2024-03-26
984,1630,15,2024-03-27,15115.74,1710.73,278.7,In Warranty,2024-04-07,Service Center 3,2024-03-31
985,1637,4,2024-03-27,3062.09,5794.74,69.89,In Warranty,2024-03-31,Service Center 6,2024-03-27
986,1642,23,2024-03-28,2066.19,1687.98,391.62,In Warranty,2024-04-02,Service Center 1,2024-03-28
987,1649,3,2024-03-28,19090.1,5820.49,2153.81,In Warranty,2024-04-10,Service Center 2,2024-04-06
988,1629,15,2024-03-29,15828.06,1647.73,68.39,In Warranty,2024-04-01,Service Center 3,2024-03-29
989,1623,11,2024-03-29,2327.66,1961.78,171.38,In Warranty,2024-04-04,Service Center 5,2024-03-31
990,1650,12,2024-03-29,4332.23,2446.55,1369.72,In Warranty,,Service Center 1,2024-04-08
991,1655,23,2024-03-31,2000.71,2085.6,1225.99,In Warranty,2024-04-07,Service Center 7,2024-04-04
992,1635,15,2024-03-31,14533.64,1532.05,331.19,In Warranty,2024-04-18,Service Center 5,2024-04-17
993,1668,15,2024-03-31,14211.79,1928.84,211.73,In Warranty,2024-04-10,Service Center 4,2024-04-07
994,1669,9,2024-04-01,1520.05,789.42,1493.84,In Warranty,2024-04-17,Service Center 6,2024-04-12
995,1663,16,2024-04-01,1863.85,1727.98,308.55,In Warranty,,Service Center 2,2024-04-02
996,1643,30,2024-04-02,850.1,1468.93,676.61,In Warranty,2024-04-14,Service Center 4,2024-04-08
997,1673,16,2024-04-02,1933.64,1440.78,232.61,In Warranty,2024-04-17,Service Center 2,2024-04-15
998,1676,15,2024-04-03,15120.4,1085.48,100.16,In Warranty,2024-04-09,Service Center 1,2024-04-03
999,1645,15,2024-04-03,13781.75,1703.15,320.36,In Warranty,2024-04-21,Service Center 7,2024-04-14
1000,1686,15,2024-04-04,15336.14,1208.99,288.84,In Warranty,2024-04-17,Service Center 2,2024-04-15
1001,1621,15,2024-04-04,13890.6,1898.54,298.99,In Warranty,2024-04-15,Service Center 8,2024-04-12
1002,1672,16,2024-04-04,1973.26,1149.44,83.38,In Warranty,2024-04-09,Service Center 5,2024-04-04
1003,1636,15,2024-04-04,15169.01,1856.26,83.01,In Warranty,2024-04-08,Service Center 7,2024-04-04
1004,1691,15,2024-04-04,15003.41,1281.93,302.15,In Warranty,2024-04-14,Service Center 2,2024-04-11
1005,1651,15,2024-04-04,14024.51,1887.89,62.52,In Warranty,2024-04-07,Service Center 2,2024-04-04
1006,1683,10,2024-04-04,3837.73,1383.08,199.08,In Warranty,2024-04-09,Service Center 4,2024-04-04
1007,1678,3,2024-04-04,20038.48,5345.57,612.03,Out of Warranty,2024-04-07,Service Center 2,2024-04-04
1008,1689,15,2024-04-04,15905.29,1621.85,277.8,In Warranty,2024-04-15,Service Center 1,2024-04-13
1009,1621,16,2024-04-04,1873.51,526.96,247.51,In Warranty,2024-04-15,Service Center 8,2024-04-12
1010,1681,15,2024-04-05,14829.8,1832.66,99.15,In Warranty,2024-04-08,Service Center 4,2024-04-05
1011,1694,12,2024-04-05,4351.07,1633.99,1418.66,In Warranty,2024-04-21,Service Center 1,2024-04-18
1012,1684,18,2024-04-06,9724.72,1425.78,473.84,In Warranty,2024-04-25,Service Center 5,2024-04-17
1013,1702,17,2024-04-06,6599.06,1826.8,211.39,In Warranty,2024-04-12,Service Center 4,2024-04-11
1014,1665,30,2024-04-06,856.89,1421.36,543.57,In Warranty,2024-04-20,Service Center 5,2024-04-18
1015,1680,29,2024-04-06,4831.63,2760.72,1231.17,In Warranty,,Service Center 2,2024-04-20
1016,1716,13,2024-04-07,436.2,1733.64,1546.12,In Warranty,2024-04-19,Service Center 2,2024-04-16
1017,1711,15,2024-04-07,14006.09,1763.97,269.79,In Warranty,2024-04-17,Service Center 7,2024-04-14
1018,1706,8,2024-04-07,1802.73,762.15,1337.04,Out of Warranty,2024-04-18,Service Center 2,2024-04-12
1019,1687,16,2024-04-07,2072.65,1274.56,95.11,In Warranty,2024-04-11,Service Center 5,2024-04-07
1020,1710,16,2024-04-07,1814.63,1493.19,287.37,In Warranty,2024-04-19,Service Center 1,2024-04-17
1021,1677,16,2024-04-07,1944.14,1023.56,64.73,In Warranty,,Service Center 3,2024-04-07
1022,1675,22,2024-04-07,2505.52,2070.86,343.32,In Warranty,2024-04-10,Service Center 2,2024-04-07
1023,1724,7,2024-04-07,968.08,998.24,55.56,In Warranty,2024-04-09,Service Center 2,2024-04-07
1024,1685,18,2024-04-08,9598.12,1129.67,199.59,In Warranty,2024-04-13,Service Center 8,2024-04-08
1025,1728,15,2024-04-08,15120.15,1467.6,228.35,In Warranty,2024-04-25,Service Center 1,2024-04-22
1026,1709,16,2024-04-08,1847.78,1603.8,282.84,In Warranty,2024-04-15,Service Center 8,2024-04-12
1027,1727,15,2024-04-08,14479.64,1336.81,320.81,In Warranty,2024-04-17,Service Center 1,2024-04-13
1028,1701,8,2024-04-08,1742.34,1154.02,1031.82,In Warranty,2024-04-24,Service Center 1,2024-04-21
1029,1713,16,2024-04-08,1982.78,1879.11,257.55,In Warranty,2024-04-23,Service Center 6,2024-04-15
1030,1713,18,2024-04-08,10150.88,511.88,665.7,In Warranty,2024-04-23,Service Center 6,2024-04-15
1031,1698,16,2024-04-09,1834.72,1092.77,94.51,In Warranty,2024-04-11,Service Center 6,2024-04-09
1032,1704,24,2024-04-09,1108.24,1520.13,173.88,In Warranty,2024-04-14,Service Center 6,2024-04-12
1033,1731,8,2024-04-09,1739.21,1012.48,291.51,In Warranty,2024-04-12,Service Center 1,2024-04-09
1034,1696,16,2024-04-09,2008.68,1688.69,302.99,In Warranty,2024-04-20,Service Center 4,2024-04-15
1035,1732,15,2024-04-09,13993.06,1959.04,233.76,In Warranty,2024-04-15,Service Center 7,2024-04-12
1036,1722,27,2024-04-09,9112.62,3216.68,606.53,Out of Warranty,2024-04-12,Service Center 7,2024-04-09
1037,1730,8,2024-04-09,1944.59,955.99,1270.93,In Warranty,2024-04-16,Service Center 4,2024-04-15
1038,1679,15,2024-04-09,15295.1,1174.51,272.69,In Warranty,2024-04-26,Service Center 3,2024-04-24
1039,1715,16,2024-04-09,1898.21,1838.79,264.53,In Warranty,2024-04-17,Service Center 4,2024-04-13
1040,1732,18,2024-04-09,9781.15,627.7,488.56,In Warranty,2024-04-15,Service Center 7,2024-04-12
1041,1704,22,2024-04-09,2481.46,690.82,1298.23,In Warranty,2024-04-14,Service Center 6,2024-04-12
1042,1740,16,2024-04-10,1877.56,1886.07,267.53,In Warranty,2024-04-16,Service Center 1,2024-04-14
1043,1735,18,2024-04-10,9066.83,1770.25,624.4,In Warranty,2024-05-04,Service Center 3,2024-04-29
1044,1720,24,2024-04-10,1141.47,1360.5,53.04,In Warranty,2024-04-12,Service Center 6,2024-04-10
1045,1705,16,2024-04-11,2039.49,1844.86,84.88,In Warranty,2024-04-20,Service Center 8,2024-04-11
1046,1705,15,2024-04-11,15580.56,545.49,65.63,In Warranty,2024-04-20,Service Center 8,2024-04-11
1047,1708,16,2024-04-12,2075.31,1721.39,65.62,In Warranty,2024-04-15,Service Center 5,2024-04-12
1048,1712,11,2024-04-12,2113.43,1714.9,120.71,In Warranty,2024-04-16,Service Center 5,2024-04-13
1049,1736,16,2024-04-12,1894.15,1826.22,217.52,In Warranty,2024-04-30,Service Center 7,2024-04-21
1050,1719,22,2024-04-12,2598.67,1467.45,1387.27,In Warranty,2024-04-24,Service Center 2,2024-04-21
1051,1712,14,2024-04-12,684.05,666.93,513.28,In Warranty,2024-04-16,Service Center 5,2024-04-13
1052,1759,17,2024-04-13,6647.98,1207.73,74.71,In Warranty,2024-04-15,Service Center 4,2024-04-13
1053,1758,17,2024-04-14,6836.55,1612.48,230.38,In Warranty,2024-04-26,Service Center 1,2024-04-22
1054,1753,28,2024-04-14,371.04,1793.89,209.42,In Warranty,2024-04-16,Service Center 4,2024-04-15
1055,1738,30,2024-04-15,828.56,1203.72,530.19,In Warranty,2024-04-21,Service Center 7,2024-04-19
1056,1742,11,2024-04-15,2149.73,2209.34,164.78,In Warranty,2024-04-19,Service Center 4,2024-04-18
1057,1695,20,2024-04-15,4966.13,1683.85,1092.9,In Warranty,2024-04-23,Service Center 1,2024-04-19
1058,1752,12,2024-04-15,4050.75,1547.82,344.93,In Warranty,2024-04-20,Service Center 1,2024-04-15
1059,1746,22,2024-04-17,2609.56,2085.09,342.62,In Warranty,2024-04-25,Service Center 5,2024-04-17
1060,1767,23,2024-04-17,2150.58,1462.81,1086.6,In Warranty,2024-04-28,Service Center 6,2024-04-24
1061,1772,1,2024-04-17,1176.72,3734.51,729.61,In Warranty,2024-04-21,Service Center 2,2024-04-17
1062,1768,11,2024-04-17,2284.23,2879.55,151.56,Out of Warranty,2024-04-21,Service Center 7,2024-04-19
1063,1770,15,2024-04-17,15005.54,987.52,252.11,In Warranty,2024-05-03,Service Center 7,2024-04-30
1064,1764,9,2024-04-18,1639.46,1262.76,1387.7,In Warranty,2024-05-03,Service Center 5,2024-04-26
1065,1751,9,2024-04-18,1439.69,931.11,1282.14,Out of Warranty,2024-05-16,Service Center 1,2024-05-14
1066,1782,15,2024-04-18,15204.64,1354.6,267.8,In Warranty,2024-04-28,Service Center 6,2024-04-27
1067,1778,9,2024-04-18,1495.44,1348.03,1134.79,In Warranty,2024-04-24,Service Center 1,2024-04-23
1068,1775,17,2024-04-18,6560.18,1069.62,88.38,In Warranty,2024-04-22,Service Center 8,2024-04-18
1069,1760,27,2024-04-19,8192.03,2557.14,1731.7,In Warranty,2024-05-06,Service Center 6,2024-04-30
1070,1773,22,2024-04-19,2777.11,1516.44,482.26,In Warranty,2024-04-24,Service Center 5,2024-04-19
1071,1792,15,2024-04-20,14101.04,1684.6,244.34,In Warranty,2024-05-04,Service Center 1,2024-04-28
1072,1725,17,2024-04-20,6942.12,1548.74,234.48,In Warranty,2024-05-04,Service Center 5,2024-04-25
1073,1771,7,2024-04-20,988.46,946.14,164.68,In Warranty,2024-04-23,Service Center 1,2024-04-21
1074,1791,16,2024-04-21,1997.56,1695.69,257.74,In Warranty,2024-04-26,Service Center 1,2024-04-24
1075,1795,15,2024-04-21,15091.54,1840.67,291.07,In Warranty,2024-05-02,Service Center 1,2024-04-25
1076,1790,16,2024-04-21,1839.1,1021.52,258.69,In Warranty,2024-05-04,Service Center 2,2024-05-03
1077,1757,6,2024-04-21,2372.52,1370.39,1243.7,In Warranty,2024-05-02,Service Center 1,2024-04-28
1078,1794,16,2024-04-21,2075.12,1651.68,92.94,In Warranty,2024-04-30,Service Center 5,2024-04-21
1079,1790,15,2024-04-21,14535.46,462.3,272.33,In Warranty,2024-05-04,Service Center 2,2024-05-03
1080,1788,9,2024-04-22,1579.38,906.69,1706.51,In Warranty,2024-05-04,Service Center 2,2024-05-02
1081,1769,16,2024-04-22,1857.34,1897.45,288.67,In Warranty,2024-05-06,Service Center 2,2024-05-04
1082,1785,5,2024-04-22,3098.84,1814.29,563.27,Out of Warranty,2024-04-30,Service Center 2,2024-04-27
1083,1789,16,2024-04-23,2025.04,1863.59,326.81,In Warranty,2024-05-16,Service Center 2,2024-05-13
1084,1787,9,2024-04-23,1610.67,1208.41,1586.97,In Warranty,2024-05-25,Service Center 5,2024-05-12
1085,1796,17,2024-04-23,6606.09,1256.78,277.19,In Warranty,2024-04-29,Service Center 2,2024-04-28
1086,1801,17,2024-04-24,6875.83,1452.9,68.49,Out of Warranty,2024-04-28,Service Center 3,2024-04-24
1087,1799,16,2024-04-24,1896.1,1947.86,64.64,In Warranty,2024-05-03,Service Center 2,2024-04-24
1088,1808,15,2024-04-24,14433.05,1119.47,310.05,In Warranty,2024-05-05,Service Center 4,2024-05-04
1089,1780,1,2024-04-24,1252.05,2978.96,596.42,In Warranty,2024-04-28,Service Center 4,2024-04-24
1090,1806,15,2024-04-24,14238.56,1769.81,80.19,In Warranty,2024-04-26,Service Center 2,2024-04-24
1091,1813,30,2024-04-24,869.02,1214.76,644.33,In Warranty,2024-04-29,Service Center 6,2024-04-26
1092,1783,16,2024-04-24,1900.81,1254.86,226.01,In Warranty,2024-04-28,Service Center 2,2024-04-26
1093,1824,4,2024-04-24,2736.22,5552.81,277.18,In Warranty,,Service Center 1,2024-04-27
1094,1816,16,2024-04-25,2018.01,1735.19,66.56,In Warranty,2024-05-02,Service Center 3,2024-04-25
1095,1825,16,2024-04-25,1981.61,1847.14,310.04,In Warranty,2024-05-06,Service Center 4,2024-05-05
1096,1802,24,2024-04-25,1067.03,1438.81,165.66,In Warranty,2024-05-02,Service Center 8,2024-04-27
1097,1798,22,2024-04-25,2739.46,2394.12,442.15,Out of Warranty,2024-04-26,Service Center 8,2024-04-25
1098,1810,1,2024-04-26,1168.05,5523.72,866.33,In Warranty,2024-05-04,Service Center 5,2024-04-26
1099,1815,9,2024-04-26,1509.69,1121.77,1445.04,In Warranty,2024-05-26,Service Center 3,2024-05-23
1100,1831,15,2024-04-26,15474.17,1517.76,212.4,In Warranty,2024-05-05,Service Center 5,2024-05-02
1101,1807,15,2024-04-26,14276.38,1612.6,313.46,In Warranty,2024-05-11,Service Center 4,2024-05-07
1102,1811,15,2024-04-26,14861.74,1575.21,239.73,In Warranty,2024-05-09,Service Center 7,2024-05-05
1103,1814,12,2024-04-26,4076.18,1485.45,272.59,In Warranty,2024-04-28,Service Center 1,2024-04-26
1104,1820,13,2024-04-27,472.56,2198.64,1879.5,In Warranty,2024-05-09,Service Center 1,2024-05-06
1105,1809,16,2024-04-27,1916.72,1459.06,310.98,In Warranty,2024-05-03,Service Center 3,2024-05-02
1106,1826,24,2024-04-27,1123.46,2289.99,188.79,In Warranty,2024-05-02,Service Center 7,2024-04-28
1107,1829,22,2024-04-27,2485.05,1475.04,1158.9,Out of Warranty,2024-05-07,Service Center 6,2024-05-01
1108,1829,24,2024-04-27,1069.78,739.99,191.77,Out of Warranty,2024-05-07,Service Center 6,2024-05-01
1109,1838,15,2024-04-28,14986.88,1891.81,265.2,In Warranty,2024-05-15,Service Center 1,2024-05-13
1110,1845,9,2024-04-28,1480.61,790.83,1227.27,In Warranty,2024-05-18,Service Center 3,2024-05-13
1111,1837,15,2024-04-29,15771.74,1037.36,62.64,In Warranty,2024-05-02,Service Center 6,2024-04-29
1112,1836,16,2024-04-29,1868.54,1321.11,317.0,In Warranty,2024-05-10,Service Center 2,2024-05-04
1113,1843,15,2024-04-29,13805.06,1873.76,302.65,In Warranty,2024-05-18,Service Center 1,2024-05-14
1114,1839,5,2024-04-29,3454.12,1488.06,616.78,In Warranty,2024-05-04,Service Center 2,2024-05-01
1115,1822,28,2024-04-29,376.96,2028.14,214.83,Out of Warranty,2024-05-03,Service Center 1,2024-04-30
1116,1846,30,2024-04-29,890.57,1038.54,583.17,In Warranty,2024-05-05,Service Center 6,2024-05-02
1117,1836,18,2024-04-29,10153.77,771.47,701.21,In Warranty,2024-05-10,Service Center 2,2024-05-04
1118,1840,9,2024-04-30,1500.04,956.59,541.91,In Warranty,2024-05-01,Service Center 1,2024-04-30
1119,1854,15,2024-04-30,14113.26,1466.59,210.69,In Warranty,2024-05-09,Service Center 6,2024-05-08
1120,1851,2,2024-04-30,660.74,4711.98,1433.95,In Warranty,2024-05-09,Service Center 6,2024-05-07
1121,1833,10,2024-05-01,3653.77,1219.29,639.15,Out of Warranty,2024-05-14,Service Center 2,2024-05-10
1122,1850,17,2024-05-01,7338.07,1644.77,298.31,In Warranty,2024-05-13,Service Center 3,2024-05-05
1123,1823,11,2024-05-01,2125.93,2250.8,174.4,In Warranty,2024-05-08,Service Center 1,2024-05-05
1124,1860,6,2024-05-01,2345.11,2005.85,477.95,In Warranty,2024-05-02,Service Center 2,2024-05-01
1125,1859,7,2024-05-02,902.22,1227.21,125.81,In Warranty,2024-05-05,Service Center 3,2024-05-04
1126,1862,15,2024-05-02,13931.9,1149.29,268.09,In Warranty,2024-05-11,Service Center 8,2024-05-07
1127,1858,17,2024-05-02,6783.26,1429.22,294.2,In Warranty,2024-05-11,Service Center 4,2024-05-08
1128,1856,16,2024-05-02,2076.31,1527.52,327.02,In Warranty,2024-05-17,Service Center 1,2024-05-13
1129,1841,15,2024-05-02,14156.35,1130.33,243.47,In Warranty,2024-05-06,Service Center 1,2024-05-04
1130,1866,8,2024-05-02,1967.34,920.92,1349.65,In Warranty,2024-05-15,Service Center 3,2024-05-11
1131,1819,15,2024-05-03,15602.35,1881.1,279.93,In Warranty,2024-05-13,Service Center 7,2024-05-11
1132,1867,24,2024-05-03,1161.9,1550.38,122.27,Out of Warranty,2024-05-08,Service Center 1,2024-05-05
1133,1882,17,2024-05-03,6473.52,1547.18,213.3,In Warranty,2024-05-15,Service Center 1,2024-05-12
1134,1864,15,2024-05-04,14148.1,1053.44,232.47,In Warranty,2024-05-16,Service Center 2,2024-05-11
1135,1849,16,2024-05-04,1816.62,1350.19,309.37,In Warranty,2024-05-11,Service Center 5,2024-05-07
1136,1885,27,2024-05-05,8142.22,2173.33,706.01,In Warranty,2024-05-08,Service Center 4,2024-05-05
1137,1875,17,2024-05-05,6866.74,1800.04,257.85,In Warranty,2024-05-21,Service Center 5,2024-05-12
1138,1879,23,2024-05-05,2194.67,1426.37,360.25,In Warranty,2024-05-07,Service Center 7,2024-05-05
1139,1889,15,2024-05-06,15405.34,1238.74,224.05,In Warranty,2024-05-25,Service Center 5,2024-05-17
